S1_X_g,S1_Y_g,S1_Z_g,S2_X_g,S2_Y_g,S2_Z_g
0.07192113967226958,0.04379572140061484,0.029276153480841588,0.033262047402405896,0.04920739367073055,0.033716126468306684
0.059713548024530085,0.06015433628251078,0.053457388996628906,0.049627722683698916,0.04322977691520044,0.04849985958858252
0.0812621516186752,0.04773452954416079,0.0580241190172602,0.04574490127518759,0.054803906591897135,0.045085054862965185
0.10433203374451633,0.06147480742332761,0.07081772055560986,0.056658522389460814,0.07684265149441569,0.0619713935742541
0.06363763669580026,0.024435997273415038,0.026908714393095744,0.06364914163801037,0.08801353849223262,0.08426206858696232
0.06405944958649819,0.07425430811052294,0.07194450914604138,0.08553044590888989,0.06643523581749028,0.03132219054299168
0.10676591114430559,0.06732149970906647,-0.010038989675147485,0.053210164405037605,0.049639141841548426,0.06771885366090226
0.08589843092412716,0.044880413721821354,0.035247581138797834,0.018120028481250803,0.07810016069662247,0.021570926810677897
0.054165014585947205,0.07644593009432972,0.03430811815753932,0.0790087650159796,0.03240443082777209,0.019993511871484956
0.07541600573668436,0.07928123633205872,0.057377626412110805,0.029813084596288883,0.06486696927732882,0.0632194969005803
0.048375829951045245,0.015370906113553405,0.04061738257616974,0.048599268642757196,0.03686090515793628,0.07143956413767595
0.04521551151328071,0.032876408825303696,0.006278917808016126,0.06319229046317776,0.05909375629733113,0.07550407769950042
0.059198968505532176,0.03133501988245114,0.017717069131120804,0.06158909333072152,0.05149972222127956,0.027609537132157694
0.005901848502652164,0.027267110382088632,0.0487954212067021,0.08763163097739109,0.05669801210738581,0.0476906949224198
0.008958269426449108,0.07048407612372427,0.046227551913017105,0.07727712896112404,0.05021215522696318,0.0745424585006427
0.03596136670123187,0.048756005449653285,0.03863832454716256,0.04812306944547347,0.08899597282187922,0.05019093571641451
0.025773387854332946,0.050380993654983726,0.044611197052171814,0.12016171853833864,0.035476423304848466,0.018022088524787965
0.05846459857910387,0.012969950393134352,0.07473745665247691,0.07112179592209975,0.0298021704336115,0.0506046190365206
0.03177505806588327,0.07866772759850058,0.0467043621097263,0.0590302530975755,0.09234326964348796,0.02293491931537708
0.02260905558683058,0.0372704519049757,0.0555623455332035,0.08029257124283408,0.06256851001641757,0.08559645269869064
0.09332084341380524,0.0695547274485162,0.10578264274100287,0.05887833643243513,-0.016404106203265708,0.08541273445523849
0.056503189981604494,0.07504141102292737,0.017292848665875903,0.059252748451403096,0.029479503712101115,0.06896514100347698
0.06605637884096721,0.09947256804569626,0.0029562298831350324,0.10744459179395802,0.005204857073495169,0.09018871396050643
0.033145827931652355,0.03459674384824397,0.060973638613494266,0.04396158508426945,0.030783411071392364,0.05965431765976376
