S1_X_g,S1_Y_g,S1_Z_g,S2_X_g,S2_Y_g,S2_Z_g
0.03148680893821116,-0.24582044308871553,-1.5605680717498136,0.02424001495017194,-0.08839265809239086,-1.872293625007054
0.17333059272786708,-0.6440361677811475,-1.547278470810515,0.08781246412181373,3.566461854260551e-05,-1.8790035844752464
0.12864788895586485,-0.32896778545303673,-1.5247532557876533,0.15608912473729838,0.19672135799680857,-1.8679602745510782
0.02251454068643116,-0.23816440413943618,-1.566682289915072,0.015277044368870661,-0.3567919884554629,-1.870772333748791
0.07963569868877232,0.1862788672846818,-1.5369420016014823,0.0893163546618735,-0.060930577980100806,-1.867815904519549
0.03916846021415381,0.018436930528347995,-1.523370260010508,0.07512558808881567,0.04427863405993594,-1.8644277003781464
0.22950432962849315,-0.31418446251809545,-1.526321927288011,0.042123071259133116,-0.14155942945267322,-1.872009311764531
0.07138549963734503,-0.21281594348667754,-1.537108705176727,0.10719677848838334,-0.06703481987400926,-1.8589263276035644
0.19405506497120004,-0.05570712318566047,-1.533513693544815,0.04453873578311146,-0.14389396338722965,-1.8812014471595362
0.21458807655268436,-0.3271805247869969,-1.5579358057351653,-0.019691560978281227,-0.08698581917706548,-1.8852687405102282
0.10929617784683311,-0.35773013219359073,-1.5318524480572748,0.11088768232244968,0.008190524747882504,-1.872723071973417
0.0815189535915211,-0.2690844133356054,-1.527597921732077,0.08298148459939006,0.07172580257568884,-1.8820851346415532
0.05062428837991738,-0.32356543072906974,-1.5222401899932447,0.029373115926154356,-0.08752057003780356,-1.8913321122648497
0.21392079913638548,-0.03714160164838089,-1.5334088166636612,0.055470318657859535,-0.15458968420487773,-1.8754346186637223
0.15007998012204887,-0.14546522857897537,-1.551134829167179,-0.05748007834984483,-0.08387578812076402,-1.8836188087855505
0.11760940680955514,-0.14390271602612106,-1.553522635964932,0.12283255377436028,-0.02209194813264232,-1.863072559489766
0.14827514015537602,-0.3924085903588397,-1.5081462859662125,0.0166941957681796,-0.07213311593628387,-1.8731851246670734
0.0937316344463624,0.006680426484495239,-1.5072014880906046,0.08804095480447802,-0.07775968251545182,-1.8803791215405747
0.17260692451009063,-0.14727452637257563,-1.5133814233228924,0.040298557920157935,-0.03270708956278213,-1.874681237236168
0.0008634122099873409,-0.07610299699082371,-1.5537906781490525,0.08599109221037239,-0.0584149571267874,-1.8567263359714994
0.010151167690755539,-0.19829441846294737,-1.5699008100810439,0.05516455943284673,-0.16412026705635896,-1.8761797645304616
0.2282073440196095,-0.059187825767004626,-1.533378006600514,0.01567369901618451,0.10644312091760527,-1.872899164240001
0.1353450560515403,-0.11318292820430725,-1.5539622878355328,0.06244687713598125,-0.12693472918558635,-1.8665850551902046
0.02741325201609912,-0.5369315246247052,-1.5320466076815353,0.14519457388524387,0.054584092331094125,-1.8665575346346526
0.10133496622567703,-0.32245761483404656,-1.5152091444600302,0.15496377065496852,-0.0393120178335115,-1.8698682573964818
0.2536883791486408,-0.28654466904882325,-1.5237958937193368,0.02005711668536969,0.039199328338296494,-1.8810527502351393
0.058475244223771775,-0.21776926134057004,-1.5600346551052893,0.09456033054174301,-0.2009064761863299,-1.8871887950662019
0.15522367999346987,-0.11240936364411422,-1.5054209453140113,0.0013918289572160533,-0.0907812018474965,-1.878318553236556
0.04346051878228196,-0.5081145028056617,-1.507725613089104,0.11987096460853991,-0.05394240242690716,-1.8552369022060604
0.11042457381218207,-0.33215580903114206,-1.5173328112504512,0.059783047540630165,-0.03364291386767761,-1.8673208523985159
0.15683814287938738,-0.03424137186145868,-1.571375021138678,0.062095651264972365,-0.10960264933468984,-1.8750172789487591
